abbreviation	name	formula	charge	compartment	kegg_id	cas_id	internal_id	found in: 1) E. coli iJR904; 2) H. sapiens Recon 1; 3) H. pylori iIT341; 4) P. putida iJN746; 5) E. coli iAF1260; 6) S. cerevisiae iND750; 7) S. aureus iSB619; 8) E. coli textbook; 9) M. barkeri iAF692; 10) M. tuberculosis iNJ661; 	
dohdu	3,7-dideoxy-D-threo-hepto-2,6-diulosonate	C7H9O6	-1	Cytosol			1898600	9	
n2	nitrogen	N2	0	Extra-organism, Cytosol	C00697	7727-37-9	35728	9	
prpncoa	Propenoyl-CoA	C24H34N7O17P3S	-4	Peroxisome, Mitochondria	C00894		36320	2	
estradiol	Estradiol	C18H24O2	0	Cytosol, Endoplasmic Reticulum	C00951	50-28-2	36456	2	
camp	cAMP	C10H11N5O6P	-1	Extra-organism, Golgi Apparatus, Cytosol	C00575		1484809	1,10,2,4,5,6,9	
eicostet	eicosatetranoic acid	C20H31O2	-1	Extra-organism, Cytosol			2219623	2	
pgp_hs	phosphatidyl glycerol phosphate (homo sapiens)	C6H11O9P2FULLRCO2FULLR2CO2	-3	Cytosol			2262844	2	
5oxpro	5-Oxoproline	C5H6NO3	-1	Cytosol	C01879	98-79-3	1800372	10,2,9	
2coum	cis-2-Hydroxy cinnamate	C9H7O3	-1	Cytosol	C05838	63-37-6	46605	2	
gd3_hs	GD3 (homo sapiens)	C52H88N3O28FULLRCO	-2	Golgi Apparatus, Cytosol			2266610	2	
m3gacpail_hs	trimannosyl-glucosaminyl-acylphosphatidylinositol (H4)	C49H88NO29PFULLRCO2FULLR2CO2	0	Endoplasmic Reticulum			2288905	2	
2425dhvitd2	24R,25-Dihyoxyvitamin D2	C28H44O3	0	Extra-organism, Cytosol, Mitochondria			2289304	2	
ksii_core2_pre6	keratan sulfate II biosynthesis, precursor 6	C61H98N5O46SX	-2	Golgi Apparatus			2296689	2	
hs_deg15	heparan sulfate, degradation product 15	C49H71N2O57S5	-7	Lysosome			2303861	2	
hs_deg16	heparan sulfate, degradation product 16	C49H72N2O54S4	-6	Lysosome			2303862	2	
g3pe	sn-Glycero-3-phosphoethanolamine	C5H14NO6P	0	Extra-organism, Cytosol, Periplasm	C01233		37147	1,10,5,7	
23cgmp	2',3'-Cyclic GMP	C10H11N5O7P	-1	Extra-organism, Periplasm	C06194		47631	5	
dlnlcg	dihomo-gamma-linolenic acid (n-6)	C20H33O2	-1	Extra-organism, Cytosol	C03242	1783-84-2	41475	2	
anhgm3p	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide	C34H52N6O19	-2	Cytosol, Periplasm			2327207	5	
icolipa	inner core oligosaccharide lipid A (E coli)	C145H251N2O74P4	-11	Cytosol			2374904	5	
butso3	butanesulfonate	C4H9O3S	-1	Extra-organism, Cytosol, Periplasm			2380361	5	
n2o	Nitrous oxide	N2O	0	Extra-organism, Cytosol, Periplasm	C00887	10024-97-2	36299	5	
dhmptp	dihydromonapterin-triphosphate	C9H12N5O13P3	-4	Cytosol			2387745	5	
xoltriol	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane	C27H48O3	0	Cytosol, Endoplasmic Reticulum, Mitochondria	C05454	67-97-0	45846	2	
cs_d_deg4	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 4	C31H47NO35S3	-4	Lysosome			2416179	2	
ksi_deg2	keratan sulfate I, degradation product 2	C241H384N17O210S12	-13	Lysosome			2416916	2	
ksii_core4	keratan sulfate II (core 4-linked)	C89H142N7O72S3X	-4	Extra-organism, Golgi Apparatus, Lysosome			2299365	2	
formcoa	Formyl-CoA	C22H36N7O17P3S	0	Peroxisome, Cytosol	C00798		36030	2	
13-cis-retn	13-cis-retinoate	C20H27O2	-1	Cytosol, Endoplasmic Reticulum, Nucleus			2430432	2	
tetpent6crn	tetracosapentaenoyl carnitine	C31H51NO4	0	Cytosol, Mitochondria			2614458	2	
12dgr140	1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0)	C31H60O5	0	Cytosol, Periplasm	C00641		2618217	5	
hxa	Hexanoate (n-C6:0)	C6H11O2	-1	Extra-organism, Cytosol, Periplasm	C01585	142-62-1	37927	4,5	
actp	Acetyl phosphate	C2H3O5P	-2	Cytosol	C00227	19926-71-7	34318	1,10,3,4,5,7,8,9	
op4en	2-Oxopent-4-enoate	C5H5O3	-1	Cytosol	C00596		35454	1,4,5	
glyc-R	(R)-Glycerate	C3H5O4	-1	Extra-organism, Cytosol, Periplasm	C00258	473-81-4	34424	1,10,2,4,5,7,9	
2hhxdal	2-Hydroxy-hexadecanal	C16H32O2	0	Cytosol			1454577	6	
malthx	Maltohexaose	C36H62O31	0	Extra-organism, Cytosol, Periplasm	C01936	34620-77-4	38732	1,5	
gmhep17bp	D-Glycero-D-manno-heptose 1,7-bisphosphate	C7H12O13P2	-4	Cytosol	C11472		1488077	1,3,5,7	
ctbtcoa	crotonobetainyl-CoA	C28H44N8O17P3S	-3	Cytosol			1489399	1,5	
thmpp	Thiamine diphosphate	C12H16N4O7P2S	-2	Extra-organism, Cytosol, Mitochondria	C00068	154-87-0	33732	1,10,2,3,5,6,7,9	
3hhdcoa	(S)-3-Hydroxyhexadecanoyl-CoA	C37H62N7O18P3S	-4	Peroxisome, Cytosol	C05258		45443	4,5,6,7	
appl	1-Aminopropan-2-ol	C3H10NO	1	Cytosol	C05771	1867-62-5	1800222	10,4,9	
f390g	coenzyme F390 (guanosine)	C39H43N10O25P2	-5	Cytosol			1851128	9	
feenter	Fe-enterobactin	C30H27FeN3O15	3	Extra-organism, Cytosol, Periplasm	C06230		47715	5	
xoldioloneh	7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one	C27H46O3	0	Cytosol	C05453	67-97-0	45844	2	
didp	dIDP	C10H11N4O10P2	-3	Cytosol, Nucleus, Mitochondria	C01344		37395	2,5	
nrvnc	nervonic acid	C24H45O2	-1	Extra-organism, Cytosol			2218012	2	
kmeroacidcyc2ACP	cyclopropanated keto-meroacid ACP (2 cyclopropane rings)	C71H135N2O8PRS	-1	Cytosol			2241693	10	
gagicolipa	galactosyl-glucosyl-inner core oligosaccharide lipid A	C157H271N2O84P4	-11	Cytosol			2375062	5	
R6coa_hs	R group 6 Coenzyme A homo sapiens	XCO2C21H31N7O15P3S	-4	Cytosol			2298477	2	
hs_deg13	heparan sulfate, degradation product 13	C55H83N3O61S5	-6	Lysosome			2303859	2	
pa180	1,2-dioctadecanoyl-sn-glycerol 3-phosphate	C39H75O8P1	-2	Cytosol, Periplasm	C00416		2617421	4,5	
dsbgox	periplasmic disulfide isomerase/thiol-disulphide oxidase (oxidized)	X	0	Periplasm			2703943	5	
decdp_tb	(E,E,E,E,E,E,E,Z,Z) Decaprenyl diphosphate	C50H81O7P2	-3	Cytosol			2920303	10	
phthcl	phthiocol (oxidized)	C11H8O3	0	Cytosol			2977172	10	
p-xyl	p-methyltoluene	C8H10	0	Extra-organism, Cytosol, Periplasm	C06756	106-42-3	49026	4	
argsuc	N(omega)-(L-Arginino)succinate	C10H17N4O6	-1	Cytosol	C03406	None	41790	1,10,2,3,4,5,6,7,9	
kdolipid4	KDO-lipid IV(A)	C76H137N2O30P2	-5	Cytosol	C06024		1450230	1,5	
cdpchol	CDPcholine	C14H25N4O11P2	-1	Cytosol	C00307	987-78-0	1485298	2,6	
pgp_SC	Phosphatidylglycerophosphate, yeast-specific	C3840H7144O1300P200	-300	Mitochondria			1453041	6	
u2hga_HP	UDP-2-hydroxyoctadecanoyl-D-glucosamine	C33H58N3O18P2	-1	Cytosol			1572293	3	
23dhba	(2,3-Dihydroxybenzoyl)adenylate	C17H17N5O10P	-1	Cytosol	C04030		1816866	10,5	
hkntd	2-hydroxy-6-ketononatrienedioate	C9H6O6	-2	Cytosol	C12624		1472288	1,5	
mfr(b)	methanofuran b	C34H44N6O14	-2	Cytosol			1837088	9	
hacon-C	cis-homoaconitate	C7H5O6	-3	Cytosol			1886146	9	
3mlda	3-Methylimidazoleacetic acid	C6H7N2O2	-1	Extra-organism, Cytosol	C05828	63-37-6	46587	2	
adrnl	Adrenaline	C9H14NO3	1	Extra-organism, Cytosol	C00788	51-43-4	35997	2	
glygn2	glycogen, structure 2 (glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]})	C66H111O56X	0	Extra-organism, Cytosol			2213926	2	
tetpent3coa	tetracosapentaenoyl coenzyme A, n-3	C45H68N7O17P3S	-4	Peroxisome, Cytosol, Mitochondria			2219656	2	
tethex3	tetracosahexaenoic acid, n-3	C24H35O2	-1	Extra-organism, Cytosol			2219657	2	
dhcrm_hs	dihydroceramide (homo sapiens)	C18H38NO2FULLRCO	0	Cytosol			2263543	2	
gq1c_hs	GQ1c (homo sapiens)	C88H143N6O54FULLRCO	-4	Golgi Apparatus			2266628	2	
hs_pre13	heparan sulfate, precursor 13	C79H116N5O92S9X	-10	Golgi Apparatus			2301809	2	
6htststerone	6 beta hydroxy testosterone	C19H28O3	0	Extra-organism, Cytosol, Endoplasmic Reticulum			2299953	2	
cholate	Cholate	C24H39O5	-1	Extra-organism, Cytosol	C00695	81-25-4	35720	2	
LalaLglu	L-alanine-L-glutamate	C8H13N2O5	-1	Cytosol			2329493	5	
uLa4fn	undecaprenyl phosphate-4-amino-4-formyl-L-arabinose	C61H99N1O8P1	-1	Cytosol			2374700	5	
Rtotal3	R total 3 position	CO2FULLR3	-1	Extra-organism, Cytosol			2220401	2	
grxrd	glutaredoxin (reduced)	XH2	0	Cytosol	C07292		2388474	5	
cs_a_deg2	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 2	C37H55NO38S2	-4	Lysosome			2415888	2	
ksi_deg9	keratan sulfate I, degradation product 9	C188H301N13O166S10	-10	Lysosome			2416923	2	
ksi_deg25	keratan sulfate I, degradation product 25	C118H192N8O98S4	-4	Lysosome			2416942	2	
ksii_core2_deg9	keratan sulfate II (core 2-linked), degradation product 9	C30H50N3O20X	0	Lysosome			2418064	2	
ha	hyaluronan	C28H40N2O22	-2	Extra-organism, Lysosome	C00518	9004-61-9	35227	2	
prist	pristanic acid	C19H37O2	-1	Peroxisome, Cytosol			2364527	2	
ksii_core2	keratan sulfate II (core 2-linked)	C81H129N6O67S3X	-4	Extra-organism, Golgi Apparatus, Lysosome			2296702	2	
tethex3coa	tetracosahexaenoyl coenzyme A	C45H66N7O17P3S	-4	Peroxisome, Cytosol			2219658	2	
dcsptn1crn	docosa-4,7,10,13,16-pentaenoyl carnitine	C29H47NO4	0	Cytosol, Mitochondria			2614452	2	
3haACP	(3R)-3-Hydroxyacyl-[acyl-carrier protein]	C15H27N2O9PRS	-1	Cytosol	C01271		37241	4,5	
pg141	Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)	C34H62O10P1	-1	Cytosol, Periplasm	C00344		2617848	5	
dsbgrd	periplasmic disulfide isomerase/thiol-disulphide oxidase (reduced)	XH2	0	Periplasm			2703937	5	
apg160	acyl phosphatidylglycerol (n-C16:0)	C54H104O11P	-1	Cytosol			2707891	5	
1agpg160	1-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0)	C22H44O9P1	-1	Periplasm	C18126		2733769	5	
tdm1	trehalose dimycolate (alpha mycolate + methoxymycolate)	C174H332O15	0	Cytosol			2979242	10	
dmbhn	di-methyl behenic acid	C24H47O2	-1	Cytosol			3064004	10	
oxalcoa	Oxalyl-CoA	C23H31N7O19P3S	-5	Cytosol	C00313		34588	10	
conialdh	Coniferyl aldehyde	C10H10O3	0	Cytosol	C02666	458-36-6	40317	4	
3mgcoa	3-Methylglutaconyl-CoA	C27H37N7O19P3S	-5	Cytosol, Mitochondria	C03231		41450	2,4	
glutcoa	Glutaryl-CoA	C26H37N7O19P3S	-5	Cytosol, Mitochondria	C00527	103192-48-9	35255	2,4	
L-dpchrm	L-Dopachrome	C9H6NO4	-1	Cytosol	C01693	97-77-8	1443253	2	
ergst	Ergosterol	C28H44O	0	Extra-organism, Cytosol, Endoplasmic Reticulum	C01694	57-87-4	38178	6	
ptth	Pantetheine	C11H22N2O4S	0	Cytosol	C00831	496-65-1	36144	10,2	
g3m8masn	(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	C88H147N2O70X	0	Golgi Apparatus, Endoplasmic Reticulum			1821532	2	
dmh2mpt	didemethylated 7,8-dihydromethanopterin	C28H36N6O16P	-3	Cytosol			1885509	9	
hphaccoa	4-Hydroxyphenylacetyl-CoA	C29H38N7O18P3S	-4	Cytosol	C05338	64-04-0	45604	9	
34dhphe	3,4-Dihydroxy-L-phenylalanine	C9H11NO4	0	Extra-organism, Cytosol	C00355	59-92-7	34719	2	
xol7a	7 alpha-Hydroxycholesterol	C27H46O2	0	Endoplasmic Reticulum	C03594	838-07-3	42155	2	
xoltetrol	3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane	C27H48O4	0	Mitochondria	C05449	67-97-0	45834	2	
selcyst	Selenocystathionine	C7H14N2O4Se	0	Cytosol	C05699	7783-08-6	46314	2	
galside_hs	galactocerebroside (homo sapiens)	C24H46NO7FULLRCO	0	Golgi Apparatus, Cytosol, Lysosome			2265463	2	
ts3	Tachysterol 3	C27H44O	0	Cytosol			2288996	2	
ksii_core2_pre3	keratan sulfate II biosynthesis, precursor 3	C47H76N4O33X	-1	Golgi Apparatus			2296401	2	
etfrd	Electron transfer flavoprotein reduced	RH2	0	Mitochondria			2300968	2	
hs_pre7	heparan sulfate, precursor 7	C73H109N4O58X	-4	Golgi Apparatus			2301803	2	
hista	Histamine	C5H10N3	1	Extra-organism, Cytosol	C00388	51-45-6	1810403	2,9	
hs_deg11	heparan sulfate, degradation product 11	C55H81N3O67S7	-8	Lysosome			2303857	2	
ksi_deg23	keratan sulfate I, degradation product 23	C124H201N8O106S5	-5	Lysosome			2416949	2	
alpa_hs	lysophosphatidic acid (homo sapiens)	C3H6O5PFULLRCO2	-2	Cytosol, Mitochondria			2220567	2	
pa160190	1,2-sn-glycerol 3-phosphate	C38H73O8P	-2	Cytosol			2920096	10	
pat	penta-acyl trehalose	C138H264O16	0	Cytosol			3095833	10	
pg160190	Phosphatidylglycerol (hexadecanoyl, methylstearoyl)	C41H80O10P	-1	Cytosol			3139589	10	
fa10	Fatty acid (Anteiso-C17:1)	C17H31O2	-1	Cytosol			246176	7	
fa11	Fatty acid (Iso-C17:0)	C17H33O2	-1	Cytosol			246177	7	
2ommbl	2-Octaprenyl-3-methyl-6-methoxy- 1,4-benzoquinol	C48H74O3	0	Cytosol			1446539	1,3,5	
5dh4dglc	5-Dehydro-4-deoxy-D-glucarate	C6H6O7	-2	Cytosol	C00679		35679	1,5	
pe_HP	Phosphatidylethanolamine Hp specific	C38H74NO8P	0	Cytosol			1440972	3	
arachdcrn	C20:4 carnitine	C27H45NO4	0	Cytosol, Mitochondria			1586051	2	
lps_HP	Lipopolysacharide Hp specific	C188H344N4O105P2	10	Cytosol			1440569	3	
3AStmyn	3"-Adenylylstreptomycin	C31H51N12O18P	-3	Cytosol	C03462	C03462	1787805	7	
mcom	methylcoenzyme m	C3O3S2H7	-1	Cytosol	C03920		1800335	9	
dggpi	2,3-di-O-geranyl-sn-glycero-1-phospho-myo-inositol	C49H82O11P1	-1	Cytosol			1842588	9	
7mhp	7-mercaptoheptanoic acid	C7H13O2S	-1	Cytosol			1886168	9	
r5hbzi	N1-(alpha-D-ribosyl)-5-hydroxybenzimidazole	C12H14N2O5	0	Cytosol			1915361	9	
tetpent3	tetracosapentaenoic acid, n-3	C24H37O2	-1	Extra-organism, Cytosol			2219655	2	
gg4abut	gamma-glutamyl-gamma aminobutyric acid	C9H15O5N2	-1	Cytosol	C15767		2224952	5	
galgbside_hs	galactosylgloboside (homo sapiens)	C50H89N2O27FULLRCO	0	Golgi Apparatus			2266475	2	
crm_hs	ceramide (homo sapiens)	C18H36NO2FULLRCO	0	Golgi Apparatus, Cytosol, Endoplasmic Reticulum, Lysosome			2263545	2	
m3emgacpail_hs	(trimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol (M4C)	C57H104N2O37P2FULLRCO2FULLR2CO2	0	Endoplasmic Reticulum			2289616	2	
hs_pre9	heparan sulfate, precursor 9	C87H129N5O69X	-5	Golgi Apparatus			2301805	2	
whhdca	omega hydroxy hexadecanoate (n-C16:0)	C16H31O3	-1	Extra-organism, Cytosol			2304730	2	
5htrp	5-Hydroxy-L-tryptophan	C11H12N2O3	0	Extra-organism, Cytosol	C00643	56-69-9	36630	2	
3ump	3'-UMP	C9H11N2O9P	-2	Extra-organism, Periplasm	C01368	35170-03-7	37447	5	
dd3coa	3-dodecenoyl CoA	C33H52N7O17P3S	-4	Mitochondria		771-51-7	1724337	2	
kphphhlipa	kdo-phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA	C139H241N2O70P4	-11	Cytosol			2374935	5	
garagund	glucosyl-O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate	C77H125N1O22P2	-2	Cytosol			2377434	5	
fucfuc12gal14acglcgalgluside_hs	Ley glycolipid	C56H99N2O30FULLRCO	0	Extra-organism, Golgi Apparatus, Cytosol			2419391	2	
2agpe120	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0)	C17H36NO7P1	0	Cytosol, Periplasm	C05973		2706648	5	
dmhptcrn	2,6 dimethylheptanoyl carnitine	C16H35NO4	0	Extra-organism, Cytosol, Mitochondria			2795022	2	
ttdcrn	tetradecanoyl carnitine	C21H41NO4	0	Cytosol, Mitochondria			2921083	2	
PIM5	phosphatidylinositol mannoside penta-mannose (tuberculosis)	C74H134O38P	-1	Cytosol			3134648	10	
omdtria	octa-methyl dotriacontanoic acid (C32:0 with 7 methyl branches)	C40H79O2	-1	Cytosol			3093433	10	
2mb2coa	trans-2-Methylbut-2-enoyl-CoA	C26H38N7O17P3S	-4	Cytosol, Mitochondria	C03345		41674	2,4	
4gudbutn	4-Guanidinobutanoate	C5H11N3O2	0	Cytosol	C01035		1485278	4,6	
bzalc	Benzyl alcohol	C7H8O	0	Cytosol	C00556	100-51-6	35341	4	
rbflvrd	Reduced riboflavin	C17H22N4O6	0	Cytosol	C01007		36596	5,7	
2oph	2-Octaprenylphenol	C46H70O	0	Cytosol	C05810		46546	1,3,5	
agpe_EC	acyl-glycerophosphoethanolamine  (E.coli)	C1093H2224O350N50P50	0	Cytosol			1484291	1	
u2ga_HP	u2ga_HP	C51H92N3O19P2	-1	Cytosol			1572302	3	
octp	Octopine	C9H18N4O4	0	Cytosol	C04137	34522-32-2	43218	7	
m7masnB	(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)	C64H107N2O50X	0	Golgi Apparatus, Endoplasmic Reticulum			1822900	2	
scl2	sirohydrochlorin 2	C42H38N4O16	-8	Cytosol	C05778		1839965	10	
cdpg	Cyclic 2,3-bisphospho-D-glycerate	C3H3O9P2	-3	Cytosol	C06189	497-76-7	47613	9	
core3	Core 3	C16H27N2O10X	0	Golgi Apparatus			1885370	2	
mercplac	3-Mercaptolactate	C3H5O3S	-1	Cytosol	C05823	63-37-6	46576	2	
mkmeroacidcyc1AMP	cyclopropanated methyl hydroxy keto meroacid AMP (1 cyclopropane ring)	C70H129N5O9P	-1	Cytosol			2241744	10	
pail35p_hs	phosphatidylinositol-3,5-bisphosphate (Homo sapiens)	C9H14O15P3FULLRCO2FULLR2CO2	-5	Cytosol, Endoplasmic Reticulum			2266185	2	
1a2425thvitd2	1-alpha,24R,25-Trihydroxyvitamin D2	C28H44O4	0	Mitochondria			2290317	2	
ksi_pre21	keratan sulfate I biosynthesis, precursor 21	C177H284N12O145S6X	-7	Golgi Apparatus			2296838	2	
hs_pre2	heparan sulfate, precursor 2	C37H56NO31X	-2	Golgi Apparatus			2301798	2	
taxol	paclitaxel	C47H31NO14	0	Extra-organism, Cytosol			2299793	2	
hs_deg5	heparan sulfate, degradation product 5	C67H97N4O86S10	-11	Lysosome			2303791	2	
LalaDgluMdap	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate	C15H25N4O8	-1	Extra-organism, Cytosol, Periplasm			2327200	5	
anhm4p	1,6-anhydrous-N-Acetylmuramyl-tetrapeptide	C29H44N6O15	-2	Cytosol			2328673	5	
o16a3und	(O16 antigen)x3 undecaprenyl diphosphate	C157H255N3O82P2	-2	Periplasm			2377481	5	
retinal-cis-13	cis-13-retinal	C20H28O	0	Cytosol			2455100	2	
but2eACP	But-2-enoyl-[acyl-carrier protein]	C15H25N2O8PRS	-1	Cytosol	C04246	128-33-6	43437	4,5	
3hcpalm9eACP	(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein]	C27H49N2O9PRS	-1	Cytosol			2617018	4,5	
omaenol	4-Carboxy-2-hydroxyhexa-2,4-dienedioate	C7H3O7	-3	Cytosol	C04451	53-42-9	43845	4	
C141mclPHA	C14:1-Medium-chain length Polyhydroxyalkanoate.	C14H24O2R	0	Cytosol			3461893	4	
2omhmbl_5	2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol (5 repeating units)	C38H58O4	0	Mitochondria			1449737	6	
mip2c224_SC	mannose-(inositol-P)2-ceramide, ceramide-2 (24C), yeast-specific	C6000H11500N100O2500P200	-200	Cytosol			1454460	6	
ergtrol	ergosta-5,7,24(28)-trienol	C28H44O	0	Cytosol			1454833	6	
kdolipid4_HP	KDO-lipid IV(A)_HP	C90H166N2O26P	-3	Cytosol			1572374	3	
glcp_SA	Glucosyl Phosphoglycerol (SA)	C996H1868N62O1116P150	-100	Cytosol			1787821	7	
dedolp_L	Dehydrodolichol phosphate, human liver homolog	C1080H1738O40P10	-20	Cytosol			1817981	2	
3hgrdp	3-hydroxy-geranyl diphsophate	C10H19O8P2	-3	Cytosol			1842157	9	
Brfap	4-(B-D-ribofuranosyl)aminobenzene 5'-phosphate	C11H14NO7P	-2	Cytosol			1885157	9	
f420-5	coenzyme ferredoxin 420-5	C44H50N8O27P	-7	Cytosol			1897955	9	
3hpp	3-Hydroxypropanoate	C3H5O3	-1	Cytosol	C01013	503-66-2	53188	2	
ggn	primed glycogenin (glycogenin-8[1,4-Glc])	C48H81O41X	0	Cytosol			2213853	2	
dxtrn	phosphorylase-limit dextrin (glycogenin-1,6{4[1,4-Glc], 4[1,4-Glc]})	C48H81O41X	0	Cytosol			2213934	2	
mescoa	Mesaconyl-CoA	C26H35N7O19P3S	-5	Mitochondria	C06028	598-35-6	47246	2	
ksi_pre3	keratan sulfate I biosynthesis, precursor 3	C93H152N6O67X	-1	Golgi Apparatus			2296400	2	
ksi_pre15	keratan sulfate I biosynthesis, precursor 15	C149H240N10O119S4X	-5	Golgi Apparatus			2296828	2	
3gmp	3'-GMP	C10H12N5O8P	-2	Extra-organism, Periplasm	C06193		47625	5	
nicrns	Nicotinate D-ribonucleoside	C11H13NO6	0	Cytosol	C05841		46613	2	
hacolipa	hepta-acylated core oligosaccharide lipid A (E. coli)	C192H333N2O101P4	-11	Extra-organism			2376980	5	
lneldcACP	linoelaidic acid ACP (all trans)	C29H51N2O8PRS	-1	Cytosol			2377665	2	
acglc-D	6-Acetyl-D-glucose	C8H14O7	0	Cytosol	C02655		40288	5	
cs_d_deg1	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 1	C45H66N2O49S4	-6	Lysosome			2416173	2	
ksi_deg8	keratan sulfate I, degradation product 8	C194H311N13O171S10	-10	Lysosome			2416922	2	
galacgalfucgalacglcgal14acglcgalgluside_hs	(Gal)4 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1	C78H135N4O46FULLRCO	0	Golgi Apparatus			2419442	2	
decdpr_tb	decaprenylphosphoryl-beta-D-5-phosphoribose	C55H88O11P2	-4	Cytosol			2920406	10	
tmbhn	tri-methyl behenic acid	C25H49O2	-1	Cytosol			3093400	10	
pqq	Pyrroloquinoline-quinone	C14H3N2O8	-3	Cytosol	C00113	72909-34-3	33905	4	
3pg	3-Phospho-D-glycerate	C3H4O7P	-3	Cytosol	C00197		34230	1,10,2,3,4,5,6,7,8,9	
3dhsk	3-Dehydroshikimate	C7H7O5	-1	Cytosol	C02637		40260	1,10,3,4,5,6,7,9	
3psme	5-O-(1-Carboxyvinyl)-3-phosphoshikimate	C10H9O10P	-4	Cytosol	C01269		37236	1,10,3,4,5,6,7,9	
prpp	5-Phospho-alpha-D-ribose 1-diphosphate	C5H8O14P3	-5	Cytosol, Mitochondria	C00119		33926	1,10,2,3,4,5,6,7,9	
ser-L	L-Serine	C3H7NO3	0	Peroxisome, Extra-organism, Cytosol, Periplasm, Mitochondria	C00065	56-45-1	33717	1,10,2,3,4,5,6,7,9	
cys-L	L-Cysteine	C3H7NO2S	0	Extra-organism, Cytosol, Periplasm, Mitochondria	C00097	52-90-4	33843	1,10,2,3,4,5,6,7,9	
pap	Adenosine 3',5'-bisphosphate	C10H11N5O10P2	-4	Extra-organism, Golgi Apparatus, Cytosol, Mitochondria	C00054	1053-73-2	33684	1,10,2,3,5,6,7,9	
so3	Sulfite	O3S	-2	Extra-organism, Cytosol, Periplasm, Mitochondria	C00094	7782-99-2	33833	1,10,2,3,4,5,6,7,9	
26dap-M	meso-2,6-Diaminoheptanedioate	C7H14N2O4	0	Extra-organism, Cytosol, Periplasm	C00680	None	35681	1,10,3,4,5,7,9	
sl26da	N-Succinyl-LL-2,6-diaminoheptanedioate	C11H16N2O7	-2	Cytosol	C04421		43785	1,10,3,4,5,7	
xmp	Xanthosine 5'-phosphate	C10H11N4O9P	-2	Extra-organism, Cytosol, Periplasm	C00655	523-98-8	35623	1,10,2,3,4,5,6,7,9	
gmp	GMP	C10H12N5O8P	-2	Extra-organism, Golgi Apparatus, Cytosol, Nucleus, Periplasm, Mitochondria, Lysosome	C00144	85-32-5	34024	1,10,2,3,4,5,6,7,9	
cdp	CDP	C9H12N3O11P2	-3	Cytosol, Nucleus, Mitochondria	C00112	63-38-7	33901	1,10,2,3,4,5,6,7,9	
dctp	dCTP	C9H12N3O13P3	-4	Cytosol, Nucleus, Mitochondria	C00458	2056-98-6	35027	1,10,2,3,4,5,6,7,9	
glc-D	D-Glucose	C6H12O6	0	Extra-organism, Golgi Apparatus, Cytosol, Endoplasmic Reticulum, Vacuole, Periplasm, Lysosome	C00031	50-99-7	33582	1,10,2,3,4,5,6,7,8,9	
h2o	H2O	H2O	0	Peroxisome, Extra-organism, Golgi Apparatus, Cytosol, Endoplasmic Reticulum, Nucleus, Vacuole, Periplasm, Mitochondria, Lysosome	C00001	7732-18-5	33474	1,10,2,3,4,5,6,7,8,9	
4mhetz	4-Methyl-5-(2-hydroxyethyl)-thiazole	C6H9NOS	0	Cytosol	C04294	137-00-8	43535	1,10,3,5,6,7,9	
2mop	2-Methyl-3-oxopropanoate	C4H5O3	-1	Cytosol, Mitochondria	C00349		34698	10,2	
chol	Choline	C5H14NO	1	Extra-organism, Golgi Apparatus, Cytosol, Endoplasmic Reticulum, Nucleus, Periplasm, Mitochondria	C00114	123-41-1	33910	1,10,2,4,5,6,7	
nadph	Nicotinamide adenine dinucleotide phosphate - reduced	C21H26N7O17P3	-4	Peroxisome, Cytosol, Endoplasmic Reticulum, Nucleus, Mitochondria	C00005	2646-71-1	33486	1,10,2,3,4,5,6,7,8,9	
mal-L	L-Malate	C4H4O5	-2	Peroxisome, Extra-organism, Cytosol, Periplasm, Mitochondria	C00149	97-67-6	34045	1,10,2,3,4,5,6,7,8,9	
dcyt	Deoxycytidine	C9H13N3O4	0	Extra-organism, Cytosol, Nucleus, Periplasm, Mitochondria, Lysosome	C00881	951-77-9	36280	1,10,2,3,4,5,6	
