abbreviation	name	synonyms	equation	compartment	ecnumber	reversible	translocation	internal_id	found in: 1) E. coli iJR904; 2) H. sapiens Recon 1; 3) H. pylori iIT341; 4) P. putida iJN746; 5) E. coli iAF1260; 6) S. cerevisiae iND750; 7) S. aureus iSB619; 8) E. coli textbook; 9) M. barkeri iAF692; 10) M. tuberculosis iNJ661; 	
PXMO	toluene monooxygenase (pWW0)		[c] : h + nadh + o2 + p-xyl --> 4mbzalc + h2o + nad	Cytosol		Irreversible	N	3462183	4	
MEVK2	mevalonate kinase (ctp)		[c] : ctp + mev-R --> 5pmev + cdp + h	Cytosol	2.7.1.36	Irreversible	N	1454619	6,7	
DMSOtex	Dimethyl sulfoxide transport via diffusion (extracellular to periplasm)		dmso[e] <==> dmso[p]	Extra-organism, Periplasm		Reversible	Y	1915205	5	
THMabcpp	thiamine transport via ABC system (periplasm)		atp[c] + h2o[c] + thm[p] --> adp[c] + h[c] + pi[c] + thm[c]	Cytosol, Periplasm		Irreversible	Y	1912813	5	
P4507B12r	oxysterol 7alpha-hydroxylase	Cytochrome P450 7B1 (Oxysterol 7-alpha-hydroxylase), CP7B, cytochrome P450, family 7, subfamily B, polypeptide 1	[r] : h + nadph + o2 + xol27oh --> h2o + nadp + xoltri27	Endoplasmic Reticulum		Irreversible	N	2197825	2	
DNDPt56m	dCTP transport via ATP antiport		atp[m] + dctp[c] --> atp[c] + dctp[m]	Cytosol, Mitochondria		Irreversible	Y	2274834	2	
TYRPtex	phopho-L-tyrosine transport via diffusion (extracellular to periplasm)		tyrp[e] <==> tyrp[p]	Extra-organism, Periplasm		Reversible	Y	2388344	5	
NACt1pp	Nicotinic acid transport via proton symport (periplasm)		h[p] + nac[p] <==> h[c] + nac[c]	Cytosol, Periplasm		Reversible	Y	3436142	4	
MALt2r	L-malate reversible transport via proton symport		h[e] + mal-L[e] <==> h[c] + mal-L[c]	Extra-organism, Cytosol		Reversible	Y	1441874	10,3,6	
CYNTtex	Cyanate transport via diffusion (extracellular to periplasm)		cynt[e] <==> cynt[p]	Extra-organism, Periplasm		Reversible	Y	1915119	5	
NACHEXA13ly	beta-N-acetylhexosaminidase A, lysosomal		[l] : (2) h2o + ksi_deg18 --> acgam + h + ksi_deg20 + so4	Lysosome		Irreversible	N	2417632	2	
C226CRNt	C226 transport into the mitochondria		c226crn[c] --> c226crn[m]	Cytosol, Mitochondria		Irreversible	Y	1586106	2	
ORNabcpp	ornithine transport via ABC system (periplasm)		atp[c] + h2o[c] + orn[p] --> adp[c] + h[c] + orn[c] + pi[c]	Cytosol, Periplasm		Irreversible	Y	1912647	4,5	
G16MTg	Glycolipid 1,6-alpha-D-mannosyltransferase, Golgi apparatus		[g] : gdpmann + m1macchitppdol --> gdp + h + m2macchitppdol	Golgi Apparatus		Irreversible	N	1530298	6	
KYN3OX	kynurenine 3-monooxygenase	kynurenine 3-hydroxylase, L-kynurenine-3-hydroxylase, kynurenine hydroxylase	[c] : Lkynr + h + nadph + o2 --> h2o + hLkynr + nadp	Cytosol	1.14.13.9	Irreversible	N	1529909	2,6	
VITD3Hm	Vitamin D-25-hydroxylase (D3)		[m] : h + nadph + o2 + vitd3 --> 25hvitd3 + h2o + nadp	Mitochondria		Irreversible	N	2289129	2	
MGCH	methylglutaconyl-CoA hydratase		[c] : 3mgcoa + h2o --> hmgcoa	Cytosol	4.2.1.18	Irreversible	N	142365	4	
DCMPtex	dCMP transport via diffusion (extracellular to periplasm)		dcmp[e] <==> dcmp[p]	Extra-organism, Periplasm		Reversible	Y	2324811	5	
DNDPt41m	dUTP transport via dCDP antiport		dcdp[m] + dutp[c] --> dcdp[c] + dutp[m]	Cytosol, Mitochondria		Irreversible	Y	2274755	2	
MI134PP	inositol-1,3,4-trisphosphate 1-phosphatase	inositol-polyphosphate 1-phosphatase	[c] : h2o + mi134p --> mi34p + pi	Cytosol	3.1.3.57	Irreversible	N	2264323	2	
LPLIPAL2ATE161	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C16:1)		[c] : 2agpe161 + pg161 --> apg161 + g3pe	Cytosol		Irreversible	N	2707966	5	
2MCITt	2-methylcitrate transport via diffusion		2mcit[c] <==> 2mcit[e]	Extra-organism, Cytosol		Reversible	Y	2976014	2	
ST6GALNAC61	sialytransferase 7 ((alpha-N-acetylneuraminyl 2,3-betagalactosyl-1,3)-N-acetyl galactosaminide alpha-2,6-sialytransferase) F	ST6GALNACVI, Sialytransferase 7 ((Alpha-N-acetylneuraminyl 2,3-betagalactosyl-1,3)- N-acetyl galactosaminide alpha-2,6-sialytransferase), sialytransferase 7 ((alpha-N-acetylneuraminyl 2,3-betagalactosyl-1,3)-N-acetyl galactosaminide alpha-2,6-sialytransferase) F, SIAT7F, ST6GALNAC6, CMP-NeuAC:(beta)-N-acetylgalactosaminide (alpha)2,6-sialyltransferase member VI	[g] : cmpacna + gd1a_hs --> cmp + gt1alpha_hs + h	Golgi Apparatus		Irreversible	N	2296104	2	
CBL2tm	Cob(II)alamine transport, mitochondrial		cbl2[c] --> cbl2[m]	Cytosol, Mitochondria		Irreversible	Y	2420606	2	
3HAACOAT100	3-Hydroxyacyl ACP:CoA Transacylase		[c] : 3hdecACP + coa <==> ACP + R-3hdcoa	Cytosol		Reversible	N	3436853	4	
DASPO1p	D-aspartate oxidase, peroxisomal		[x] : asp-D + h2o + o2 --> h2o2 + nh4 + oaa	Peroxisome	1.4.3.1	Irreversible	N	2308366	2	
Ktex	potassium transport via diffusion (extracellular to periplasm)		k[e] <==> k[p]	Extra-organism, Periplasm		Reversible	Y	1915960	5	
ASNabc	L-asparagine transport via ABC system		asn-L[e] + atp[c] + h2o[c] --> adp[c] + asn-L[c] + h[c] + pi[c]	Extra-organism, Cytosol		Irreversible	Y	217510	1,3	
XANtex	xanthine transport via diffusion (extracellular to periplasm)		xan[e] <==> xan[p]	Extra-organism, Periplasm		Reversible	Y	1916149	5	
P4504B1r	cytochrome P450 4B1	P450-HP, CYPIVB1	[r] : arachd + h + nadph + o2 --> 12harachd + h2o + nadp	Endoplasmic Reticulum	1.14.14.1	Irreversible	N	2301753	2	
ENMAN3g	Endomannosidase (glc3man-producing), Golgi apparatus		[g] : g3m8masn + h2o --> glc3man + m7masnA	Golgi Apparatus		Irreversible	N	1838656	2	
GLCtv	glucose transport, vacuolar		glc-D[c] <==> glc-D[v]	Vacuole, Cytosol		Reversible	Y	1441759	6	
FA140ACPtm	fatty-acyl-ACP mitochondrial transport		myrsACP[m] --> myrsACP[c]	Cytosol, Mitochondria		Irreversible	Y	1489014	6	
ACOAHi	acetyl-CoA hydrolase		[c] : accoa + h2o --> ac + coa + h	Cytosol	3.1.2.1	Irreversible	N	2198224	2	
3OAS180	3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0)	beta-ketoacylsynthase;, beta-ketoacyl-ACP synthetase;, fatty acid condensing enzyme;, beta-ketoacyl acyl carrier protein synthase, 3-oxoacyl-[acyl-carrier-protein] synthase;, beta-ketoacyl-acyl carrier protein synthetase;, 3-ketoacyl-acyl carrier protein synthase;, beta-ketoacyl-[acyl carrier protein] synthase;, condensing enzyme;, beta-ketoacyl synthetase;, acyl-malonyl(acyl-carrier-protein)-condensing enzyme;	[c] : h + malACP + palmACP --> 3ooctdACP + ACP + co2	Cytosol	2.3.1.41	Irreversible	N	2618696	4,5	
NH4tpp	ammonia reversible transport (periplasm)		nh4[p] <==> nh4[c]	Cytosol, Periplasm		Reversible	Y	1912631	4,5	
LDH_L	L-lactate dehydrogenase		[c] : lac-L + nad <==> h + nadh + pyr	Cytosol	1.1.1.27	Reversible	N	135631	10,2,7,9	
H4MPTS13	tetrahydromethanopterin synthesis reaction 13		[c] : atp + dhadrdpr --> adp + dhadrtpr	Cytosol		Irreversible	N	1885758	9	
DNDPt50m	dTTP transport via dCDP antiport		dcdp[m] + dttp[c] --> dcdp[c] + dttp[m]	Cytosol, Mitochondria		Irreversible	Y	2274804	2	
MM6B1ag	mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus	Man9-mannosidase, 1,2-alpha-mannosidase, mannosidase 1B, glycoprotein processing mannosidase I, exo-alpha-1,2-mannanase, mannose-9 processing alpha-mannosidase, mannosidase 1A, mannosidase I	[g] : h2o + m6masnB1 --> m5masnB1 + man	Golgi Apparatus	3.2.1.113	Irreversible	N	1823023	2	
THFt2	tetrahydrofolate transport via anion exchange		oh1[c] + thf[e] <==> oh1[e] + thf[c]	Extra-organism, Cytosol		Reversible	Y	2421912	2	
TRIODTHYSULT	Triiodothyronine Sulfotransferase		[c] : paps + triodthy --> h + pap + triodthysuf	Cytosol	2.8.2.1	Irreversible	N	2321585	2	
ENO	enolase		[c] : 2pg <==> h2o + pep	Cytosol	4.2.1.11	Reversible	N	133911	1,10,2,3,4,5,6,7,8,9	
GTPH1	GTP diphosphohydrolase		[c] : gtp + (2) h2o --> gmp + (2) h + (2) pi	Cytosol	3.6.1.5	Irreversible	N	2456474	10	
ALCD2yf	alcohol dehydrogenase (ethanol, NADP), forward reaction		[c] : etoh + nadp --> acald + h + nadph	Cytosol	1.1.1.2	Irreversible	N	2179024	2	
OAADC	oxaloacetate decarboxylase		[c] : h + oaa --> co2 + pyr	Cytosol	4.1.1.3	Irreversible	N	216803	4,5	
SHCHD2	sirohydrochlorin dehydrogenase (NAD)		[c] : dscl + nad --> h + nadh + scl	Cytosol		Irreversible	N	1447182	1,10,4,5,7,9	
NDH-1	NADH dehydrogenase (menaquinone) (complex I)		(3) h[c] + mqn6[c] + nadph[c] --> (2) h[e] + mql6[c] + nadp[c]	Extra-organism, Cytosol		Irreversible	Y	1755271	3	
UHGADA_HP	UDP-3-O-acetylglucosamine deacetylase		[c] : h2o + u3aga_HP --> ac + u3hga_HP	Cytosol		Irreversible	N	1572250	3	
H4MPTS12	tetrahydromethanopterin synthesis reaction 12		[c] : atp + dhadrpr --> adp + dhadrdpr	Cytosol		Irreversible	N	1885752	9	
CONFRLtpp	conyferyl alcohol transport via diffusion ( periplasm)		confrl[p] <==> confrl[c]	Cytosol, Periplasm		Reversible	Y	3463752	4	
GD1Cte	gd1c_hs  transport		gd1c_hs[c] <==> gd1c_hs[e]	Extra-organism, Cytosol		Reversible	Y	2742723	2	
CYSS2	cysteine synthase (S-sulfo-L-cysteine)	O-acetylserine (thiol)-lyase, cysteine synthetase, O-acetylserine sulfhydrylase, O-acetyl-L-serine sulfohydrolase, O3-acetyl-L-serine acetate-lyase (adding hydrogen-sulfide), O-acetyl-L-serine sulfhydrylase, O-acetylserine (thiol)-lyase A, acetylserine sulfhydrylase	[c] : acser + tsul --> ac + scys-L	Cytosol		Irreversible	N	3042304	4	
GUAtm	guanine mitochondrial transport via diffusion		gua[c] <==> gua[m]	Cytosol, Mitochondria		Reversible	Y	1449393	6	
PRAIS	phosphoribosylaminoimidazole synthase		[c] : atp + fpram --> adp + air + (2) h + pi	Cytosol	6.3.3.1	Irreversible	N	1530029	1,10,2,3,4,5,6,7,9	
MI13456PK	inositol-1,3,4,5,6-pentakisphosphate 2-kinase		[c] : atp + mi13456p --> adp + h + minohp	Cytosol		Irreversible	N	2264489	2	
LPLIPA6	Lysophospholipase L (acyl transfer to phosphatidylglycerol)		[c] : (0.02) agpg_EC + (0.02) pg_EC --> (0.02) apg_EC + g3pg	Cytosol		Irreversible	N	1484515	1	
DGGPGP2	digeranyl-sn-glycerol-1-phospho-3'-sn-glycerol phosphatase (hydroxy)		[c] : 3hdggpgp + h2o --> 3hdggpg + pi	Cytosol		Irreversible	N	1842504	9	
OMMBLHX6m	2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase, mitochodnrial		[m] : 2ommbl_5 + (0.5) o2 --> 2omhmbl_5	Mitochondria		Irreversible	N	1449746	6	
RTOT5	R total flux		[c] : R5coa_hs --> Rtotalcoa	Cytosol		Irreversible	N	2415007	2	
FAOXC1811603m	Beta oxidation  fatty acid		[m] : (5) coa + (4) fad + (5) h2o + (5) nad + odecoa --> (5) accoa + (4) fadh2 + (5) h + (5) nadh + occoa	Mitochondria	1.3.99.3	Irreversible	N	2608105	2	
GLNabc	L-glutamine transport via ABC system		atp[c] + gln-L[e] + h2o[c] --> adp[c] + gln-L[c] + h[c] + pi[c]	Extra-organism, Cytosol		Irreversible	Y	217558	1,3,8	
ACACtex	acetoacetate transport via diffusion (extracellular to periplasm)		acac[e] <==> acac[p]	Extra-organism, Periplasm		Reversible	Y	1915036	5	
UAGCVT	UDP-N-acetylglucosamine 1-carboxyvinyltransferase		[c] : pep + uacgam --> pi + uaccg	Cytosol	2.5.1.7	Irreversible	N	226815	1,10,3,4,5,7,9	
O2St	superoxide anion transport via diffusion (extracellular)		o2s[c] <==> o2s[e]	Extra-organism, Cytosol		Reversible	Y	2976201	2	
AP4AH	Ap4A hydrolase	adenosine tetraphosphate phosphodiesterase, symmetrical diadenosine tetraphosphate hydrolase, diadenosine 5',5'''-P1,P4-tetraphosphatase, bis(5'-nucleosyl)-tetraphosphatase (symmetrical), bis(5'-adenosyl) tetraphosphatase, dinucleosidetetraphosphate (symmetrical), diadenosine tetraphosphate hydrolase, diadenosine polyphosphate hydrolase, diadenosinetetraphosphatase (symmetrical)	[c] : ap4a + h2o --> (2) adp + (2) h	Cytosol	3.6.1.41	Irreversible	N	1484760	1,4,5	
NTD2	5'-nucleotidase (UMP)		[c] : h2o + ump --> pi + uri	Cytosol	3.1.3.5	Irreversible	N	143711	1,10,2,4,5,6	
GLYCTO3	Glycolate oxidase		[c] : glyclt + mqn8 --> glx + mql8	Cytosol		Irreversible	N	1455501	1,10,5	
AMACR2p	alpha-methylacyl-CoA racemase (reductase)		[x] : dhcholestancoa + (0.5) o2 --> dhcholoylcoa + h2o	Peroxisome	5.1.99.4	Irreversible	N	2389806	2	
C3STDH1Pr	C-3 sterol dehydrogenase (4-methylzymosterol)	C-4 sterol decarboxylase	[r] : 4mzym_int1 + nadp --> 4mzym_int2 + co2 + h + nadph	Endoplasmic Reticulum	5.3.3.1	Irreversible	N	2296441	2	
O16GLCT1	glucosyltransferase I (LPS O16 antigen biosynthesis)		[c] : aragund + udpg --> garagund + h + udp	Cytosol		Irreversible	N	2377435	5	
FUMt2_3pp	Fumarate transport via proton symport (3 H) (periplasm)		fum[p] + (3) h[p] --> fum[c] + (3) h[c]	Cytosol, Periplasm		Irreversible	Y	1912242	5	
CORE7GTg	Core 7 alpha-GalNAc-transferase, Golgi apparatus	$alpha(1->6)-acetylgalactosaminyltransferase, mucin core 7 alpha6-GalNAc-transferase, acetylgalactosaminyl-O-galactosyl-glycoprotein, O-galactosyl-oligosaccharide-glycoprotein, $N-acetylgalactosaminyltransferase III, alpha-1,6-N-acetylgalactosylaminyltransferase, uridine diphosphoacetylgalactoylmine-mucin	[g] : Tn_antigen + udpacgal --> core7 + h + udp	Golgi Apparatus		Irreversible	N	1886187	2	
NACHEX2ly	beta-N-acetylhexosaminidase, lysosomal	beta-N-acetyl-D-hexosaminidase;, beta-D-hexosaminidase, beta-acetylaminodeoxyhexosidase;, N-acetylhexosaminidase;, hexosaminidase;, beta-N-acetylglucosaminidase;, beta-D-N-acetylhexosaminidase;, hexosaminidase A;, beta-acetylhexosaminidinase;, N-acetyl-beta-hexosaminidase;, beta-hexosaminidase;, N-acetyl-beta-D-hexosaminidase;	[l] : cs_a_deg4 + h2o --> acgal + cs_a_deg5	Lysosome	3.2.1.52	Irreversible	N	2415951	2	
CFAS180G	cyclopropane fatty acid synthase (Phosphatidylglycerol, n-C18:0)		[c] : (2) amet + pg181 --> (2) ahcys + cpg180 + (2) h	Cytosol	2.1.1.79	Irreversible	N	2634222	4,5	
OAGT3te	oagt3_hs transport		oagt3_hs[c] <==> oagt3_hs[e]	Extra-organism, Cytosol		Reversible	Y	2742744	2	
DHPTDCs	4,5-dihydroxy-2,3-pentanedione cyclization (spontaneous)		[c] : dhptd --> h2o + hmfurn	Cytosol		Irreversible	N	1494240	1,3,5	
ASPTA	aspartate transaminase	glutamic-oxalacetic transaminase, aspartate alpha-ketoglutarate transaminase, AAT, AST, glutamate-oxalate transaminase, L-aspartate-2-oxoglutarate-transaminase, L-aspartate-alpha-ketoglutarate transaminase, aspartyl aminotransferase, glutamate oxaloacetate transaminase, glutamic-oxaloacetic transaminase, glutamic-aspartic transaminase, oxaloacetate transferase, AspT, L-aspartate-2-ketoglutarate aminotransferase, glutamic oxalic transaminase, transaminase A, aspartate-2-oxoglutarate transaminase, glutamate-oxalacetate aminotransferase, aspartic acid aminotransferase, oxaloacetate-aspartate aminotransferase, GOT (enzyme), glutamic-aspartic aminotransferase, 2-oxoglutarate-glutamate aminotransferase, L-aspartic aminotransferase, aspartic aminotransferase, L-aspartate-2-oxoglutarate aminotransferase, aspartate aminotransferase, aspartate:2-oxoglutarate aminotransferase, L-aspartate transaminase	[c] : akg + asp-L <==> glu-L + oaa	Cytosol	2.6.1.1	Reversible	N	138237	1,10,2,3,4,5,6,7,9	
PIN3K_SC	1-phosphatidylinositol 3-kinase, yeast-specific		[c] : atp + (0.01) ptd1ino_SC --> adp + h + (0.01) ptd3ino_SC	Cytosol	2.7.1.137	Irreversible	N	1531472	6	
LPLIPAL2G161	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:1)		[c] : 2agpg161 + h2o --> g3pg + h + hdcea	Cytosol	3.1.1.5	Irreversible	N	2707214	5	
NTRIRy	nitrite reductase (NADPH)		[c] : (4) h + (3) nadph + no2 --> h2o + (3) nadp + nh4oh	Cytosol	1.7.1.4	Irreversible	N	212770	10,7	
DOLGPP_Ler	Dolichyl-beta-D-glucosyl-phosphate dolichylphosphohydrolase (liver)	dolichylphosphate-glucose phosphodiesterase, dolichol phosphoglucose phosphodiesterase, Dol-P-Glc phosphodiesterase	[r] : (0.1) dolglcp_L + h2o --> (0.1) dolp_L + glc-D + h	Endoplasmic Reticulum	3.1.4.48	Irreversible	N	1809282	2	
ALR	Aldose reductase	alpha-oxoaldehyde dehydrogenase	[c] : h2o + mthgxl + nadp --> (2) h + nadph + pyr	Cytosol	1.1.1.2	Irreversible	N	2421308	2	
BSORy	Biotin sulfoxide reductase		[c] : btnso + h + nadph --> btn + h2o + nadp	Cytosol		Irreversible	N	1486599	1,5	
GALabcpp	D-galactose transport via ABC system (periplasm)		atp[c] + gal[p] + h2o[c] --> adp[c] + gal[c] + h[c] + pi[c]	Cytosol, Periplasm		Irreversible	Y	1912252	5	
TRPt4	L-tryptophan transport in via sodium symport		na1[e] + trp-L[e] --> na1[c] + trp-L[c]	Extra-organism, Cytosol		Irreversible	Y	2307949	2	
FAOXC16180m	Beta oxidation  fatty acid		[m] : (4) coa + (3) fad + (4) h2o + hdcoa + (4) nad --> (4) accoa + (3) fadh2 + (4) h + (4) nadh + occoa	Mitochondria	1.3.99.3	Irreversible	N	2607972	2	
PUNP6	purine-nucleoside phosphorylase (Deoxyinosine)		[c] : din + pi <==> 2dr1p + hxan	Cytosol	2.4.2.1	Reversible	N	145088	1,10,2,3,5,6	
A4GNT1g	alpha 1,4-N-acetylglucosaminyltransferase, Golgi apparatus	$alpha-1,4-N-acetylglucosaminyltransferase, uridine diphosphoacetylglucosamine-mucin, alpha4-N-acetylglucosaminyltransferase, O-glycosyl-oligosaccharide-glycoprotein, alpha-(1->4)-acetylglucosaminyltransferase	[g] : T_antigen + uacgam --> gncore1 + h + udp	Golgi Apparatus		Irreversible	N	1898495	2	
LEUKTRC4t	leukotriene C4 transport via bicarbonate countertransport		hco3[c] + leuktrC4[e] <==> hco3[e] + leuktrC4[c]	Extra-organism, Cytosol		Reversible	Y	2324684	2	
CADVtpp	Lysine/Cadaverine antiporter (periplasm)		15dap[c] + h[p] + lys-L[p] --> 15dap[p] + h[c] + lys-L[c]	Cytosol, Periplasm		Irreversible	Y	1912107	5	
DATPtn	dATP diffusion in nucleus		datp[c] <==> datp[n]	Nucleus, Cytosol		Reversible	Y	2391570	2	
NNMT	Nicotinamide N-methyltransferase		[c] : amet + ncam --> 1mncam + ahcys	Cytosol	2.1.1.1	Irreversible	N	2226893	2	
NACHEXA18ly	beta-N-acetylhexosaminidase A, lysosomal		[l] : (2) h2o + ksi_deg33 --> acgam + h + ksi_deg35 + so4	Lysosome		Irreversible	N	2417667	2	
M16N4Tg	alpha-1,6-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase	N-acetylglucosaminyltransferase VI, N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase VI, mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, uridine diphosphoacetylglucosamine-glycopeptide beta-1->4-acetylglucosaminyltransferase VI	[g] : n4m2masn + uacgam --> h + n5m2masn + udp	Golgi Apparatus	2.4.1.201	Irreversible	N	1830666	2	
PVD3	Previtamin D3 formation		[c] : 7dhchsterol <==> pd3	Cytosol		Reversible	N	2289002	2	
AGM4PH	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide beta -1,4-N-acetylglucosaminidase	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide hydrolase	[c] : anhgm4p + h2o --> acgam + anhm4p	Cytosol		Irreversible	N	2328678	5	
ESTRADIOLGLCt	estradiol glucuronide transport via bicarbonate countertransport		estradiolglc[e] + hco3[c] <==> estradiolglc[c] + hco3[e]	Extra-organism, Cytosol		Reversible	Y	2324664	2	
DM_OXAM	Sink needed to allow oxamate to leave system		[c] : oxam -->	Cytosol		Irreversible	N	2932793	5	
PAPSR	phosphoadenylyl-sulfate reductase (thioredoxin)		[c] : paps + trdrd --> (2) h + pap + so3 + trdox	Cytosol	1.8.4.8	Irreversible	N	141102	1,3,5,6,7,9	
ARTFR61	R group artificial flux		fadh2[m] + hdd2coa[c] --> R6coa_hs[c] + fad[m]	Cytosol, Mitochondria		Irreversible	Y	2415011	2	
UPLA4FNF	undecaprenyl phosphate-L-Ara4FN formylase		[c] : h2o + uLa4fn --> for + uLa4n	Cytosol		Irreversible	N	2374724	5	
FACOAL80i	fatty-acid--CoA ligase (octanoate)		[c] : atp + coa + octa --> amp + occoa + ppi	Cytosol	6.2.1.2	Irreversible	N	1839101	2	
UPP3MT	uroporphyrinogen methyltransferase		[c] : (2) amet + uppg3 --> (2) ahcys + dscl + h	Cytosol	2.1.1.107	Irreversible	N	1553810	1,10,4,5,6,7,9	
HACD3	3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA)		[c] : 3oocoa + h + nadh <==> 3hocoa + nad	Cytosol	1.1.1.35	Reversible	N	214927	7	
IPCS126_SC	Inositol phosphorylceramide synthase (ceramide-1, 26C), yeast-specific		[c] : cer1_26 + (0.01) ptd1ino_SC --> (0.01) 12dgr_SC + (0.01) ipc126_SC	Cytosol		Irreversible	N	1454269	6	
biomass_SA_2a	SA biomass 2 without ions		[c] : (0.42) 12dgr_EC + (1.27) 26dap-LL + (0.6) DGDG_SA + (0.01) SA_FREE_FA + (0.38) acgam + (1.22) acgam1p + (6.6) ala-L + (3.11) amp + (3.88) arg-L + (4.48) asn-L + (4.48) asp-L + (20) atp + (2.51) clpn_EC + (2.2) cmp + (0.79) cys-L + (0.76) damp + (0.53) dcmp + (0.6) dgmp + (0.73) dtmp + (0.23) gam1p + (0.38) glc-D + (5.3) glcp_SA + (8.72) gln-L + (9.68) glu-L + (3.51) gly + (4.01) gmp + (20) h2o + (1.45) his-L + (4.06) ile-L + (5.21) leu-L + (5.45) lys-L + (1.94) met-L + (0.01) pala_SA + (0.89) pe_EC + (2.31) pg_EC + (0.01) pgly_SA + (3.33) phe-L + (0.01) pleu_SA + (0.15) plys_SA + (2.12) pro-L + (2.6) ser-L + (2.86) tcam + (2.54) thr-L + (1.27) trp-L + (2.3) tyr-L + (1.78) uamr + (2.39) ump + (4.12) val-L --> (20) adp + (20) h + (20) pi	Cytosol		Irreversible	N	1788670	7	
NADHtpu	NADH transporter, peroxisome		nadh[c] --> nadh[x]	Peroxisome, Cytosol		Irreversible	Y	2430906	2	
P45039A1r	oxysterol 7-alpha-hydroxylase	cytochrome P450, family 39, subfamily A, polypeptide 1	[r] : h + nadph + o2 + xol24oh --> h2o + nadp + xoltri24	Endoplasmic Reticulum		Irreversible	N	2197804	2	
G14T5g	beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi	thyroid glycoprotein beta-galactosyltransferase, beta-N-acetyl-beta1-4-galactosyltransferase, glycoprotein 4-beta-galactosyl-transferase, UDP-galactose-glycoprotein galactosyltransferase, thyroid galactosyltransferase, uridine diphosphogalactose-glycoprotein galactosyltransferase, glycoprotein beta-galactosyltransferase	[g] : ksii_core2_pre9 + udpgal --> h + ksii_core2_pre10 + udp	Golgi Apparatus	2.4.1.38	Irreversible	N	2296783	2	
PRPNCOAHYDx	Propenoyl-CoA hydrolase (x)		[x] : h2o + prpncoa --> 3hpcoa	Peroxisome	4.2.1.17	Irreversible	N	2208639	2	
DHORD5	dihydroorotic acid (menaquinone-8)		[c] : dhor-S + mqn8 --> mql8 + orot	Cytosol	1.3.3.1	Irreversible	N	1455433	1,10,5,7	
FAS120COA	fatty-acyl-CoA synthase (n-C12:0CoA)		[c] : dcacoa + (3) h + malcoa + (2) nadph --> co2 + coa + ddcacoa + h2o + (2) nadp	Cytosol	2.3.1.86	Irreversible	N	1453541	2,6	
CERH124	Ceramide-1 hydroxylase (24C)		[c] : cer1_24 + h + nadph + o2 --> cer2_24 + h2o + nadp	Cytosol		Irreversible	N	1513684	6	
ACACT8p	acetyl-CoA acyltransferase (hexadecanoyl-CoA), peroxisomal		[x] : 3ohodcoa + coa --> accoa + pmtcoa	Peroxisome	2.3.1.16	Irreversible	N	1452193	2,6	
PGPP161	phosphatidylglycerol phosphate phosphatase (n-C16:1)	phosphatidylglycerol phosphate phosphatase;, PGP phosphatase, phosphatidylglycerophosphatase;, phosphatidylglycerol phosphatase;	[c] : h2o + pgp161 --> pg161 + pi	Cytosol	3.1.3.27	Irreversible	N	2617901	4,5	
LYStex	L-lysine transport via diffusion (extracellular to periplasm)		lys-L[e] <==> lys-L[p]	Extra-organism, Periplasm		Reversible	Y	1915975	4,5	
UDPGNP	UDPglucuronate uridine-diphosphohydrolase		[c] : h2o + udpglcur --> glcur + h + udp	Cytosol		Irreversible	N	2216233	2	
ACGBGBSIDEtg	acgbgbside_hs intracellular transport		acgbgbside_hs[c] <==> acgbgbside_hs[g]	Golgi Apparatus, Cytosol		Reversible	Y	2734654	2	
LPCOXc	L-Pipecolate:oxygen 1,6-oxidoreductase	L-pipecolate oxidase;, pipecolate oxidase;, L-pipecolic acid oxidase	[c] : Lpipecol + o2 --> h + h2o2 + thp2c	Cytosol	1.5.3.7	Irreversible	N	3434810	4	
PI45P3K	phosphatidylinositol 4,5-bisphosphate 3-kinase		[c] : atp + pail45p_hs --> adp + h + pail345p_hs	Cytosol	2.7.1.153	Irreversible	N	2263281	2	
MTRK	5-methylthioribose kinase		[c] : 5mtr + atp --> 5mdr1p + adp + h	Cytosol	2.7.1.100	Irreversible	N	138547	1,3,5,7	
